order_id,order_number,customer_id,order_date,ship_date,subtotal,tax,freight,total,total_cost,margin,status,payment_status,po_number
14758,ORD-202607-00091,10,2026-07-10,2026-07-14,7948.23,421.26,188.79,8558.28,4729.15,0.405,DELIVERED,PAID,PO-00010-6004
14759,ORD-202607-00092,3,2026-07-08,2026-07-10,3916.71,259.48,60.46,4236.65,2635.02,0.3272,DELIVERED,PAID,PO-00003-9354
14760,ORD-202607-00093,83,2026-07-06,2026-07-09,4023.80,266.58,58.52,4348.90,2564.42,0.3627,DELIVERED,PAID,PO-00083-5635
14761,ORD-202607-00094,48,2026-07-14,2026-07-16,6891.50,413.49,149.69,7454.68,4243.79,0.3842,DELIVERED,PAID,PO-00048-5430
14762,ORD-202607-00095,136,2026-07-22,2026-07-23,5218.82,345.75,127.58,5692.15,3660.42,0.2986,DELIVERED,PAID,PO-00136-1060
14763,ORD-202607-00096,132,2026-07-16,2026-07-16,4409.47,264.57,53.45,4727.49,3053.79,0.3074,DELIVERED,PAID,PO-00132-8322
14764,ORD-202607-00097,104,2026-07-28,2026-07-28,2821.15,186.90,79.18,3087.23,1574.43,0.4419,DELIVERED,PAID,PO-00104-2427
14765,ORD-202607-00098,24,2026-07-09,2026-07-10,1067.35,70.71,36.58,1174.64,734.36,0.312,DELIVERED,PAID,PO-00024-8717
14766,ORD-202607-00099,9,2026-07-17,2026-07-22,3803.22,228.19,47.28,4078.69,2648.70,0.3036,DELIVERED,PAID,PO-00009-7354
14767,ORD-202607-00100,18,2026-07-31,2026-08-03,4172.27,250.34,119.07,4541.68,2731.75,0.3453,DELIVERED,PAID,PO-00018-2418
14768,ORD-202607-00101,7,2026-07-14,2026-07-17,3185.16,211.02,74.52,3470.70,1691.80,0.4688,DELIVERED,PAID,PO-00007-2974
14769,ORD-202607-00102,150,2026-07-07,2026-07-10,5435.35,288.07,185.80,5909.22,3526.39,0.3512,DELIVERED,PAID,PO-00150-5630
14770,ORD-202607-00103,51,2026-07-31,2026-08-04,21095.98,1118.09,122.06,22336.13,16531.57,0.2164,DELIVERED,PAID,PO-00051-6795
14771,ORD-202607-00104,79,2026-07-27,2026-07-30,3337.34,200.24,58.13,3595.71,2088.76,0.3741,DELIVERED,PAID,PO-00079-1082
14772,ORD-202607-00105,93,2026-07-27,2026-07-29,23649.02,1418.94,78.33,25146.29,17859.94,0.2448,DELIVERED,PAID,PO-00093-4344
14773,ORD-202607-00106,82,2026-07-02,2026-07-02,2559.10,135.63,58.68,2753.41,1413.87,0.4475,DELIVERED,PAID,PO-00082-1797
14774,ORD-202607-00107,142,2026-07-16,2026-07-16,2537.10,152.23,73.20,2762.53,1856.24,0.2684,DELIVERED,PAID,PO-00142-7048
14775,ORD-202607-00108,87,2026-07-29,2026-08-03,4593.32,243.45,45.58,4882.35,2867.31,0.3758,DELIVERED,PAID,PO-00087-9800
14776,ORD-202607-00109,66,2026-07-20,2026-07-22,5625.22,337.51,92.68,6055.41,3951.25,0.2976,DELIVERED,PAID,PO-00066-9115
14777,ORD-202607-00110,124,2026-07-15,2026-07-16,2114.02,126.84,86.67,2327.53,1488.50,0.2959,DELIVERED,PAID,PO-00124-4702
14778,ORD-202607-00111,87,2026-07-03,2026-07-06,2914.29,154.46,78.44,3147.19,1846.15,0.3665,DELIVERED,PAID,PO-00087-6700
14779,ORD-202607-00112,104,2026-07-03,2026-07-08,1919.66,127.18,61.03,2107.87,1173.94,0.3885,DELIVERED,PAID,PO-00104-1580
14780,ORD-202607-00113,43,2026-07-02,2026-07-02,2675.56,177.26,76.65,2929.47,1596.34,0.4034,DELIVERED,PAID,PO-00043-6764
14781,ORD-202607-00114,16,2026-07-06,2026-07-08,2146.26,128.78,105.41,2380.45,1200.06,0.4409,DELIVERED,PAID,PO-00016-7092
14782,ORD-202607-00115,7,2026-07-08,2026-07-08,3137.93,207.89,60.15,3405.97,1982.40,0.3682,DELIVERED,PAID,PO-00007-8056
14783,ORD-202607-00116,96,2026-07-29,2026-07-29,11156.20,669.37,75.76,11901.33,8409.19,0.2462,DELIVERED,PAID,PO-00096-7774
14784,ORD-202607-00117,35,2026-07-27,2026-07-29,3161.94,189.72,59.64,3411.30,1946.17,0.3845,DELIVERED,PAID,PO-00035-1952
14785,ORD-202607-00118,79,2026-07-15,2026-07-16,4427.92,265.68,91.39,4784.99,2589.73,0.4151,DELIVERED,PAID,PO-00079-5045
14786,ORD-202607-00119,150,2026-07-20,2026-07-20,3301.35,174.97,88.54,3564.86,2243.25,0.3205,DELIVERED,PAID,PO-00150-1402
14787,ORD-202607-00120,135,2026-07-29,2026-07-31,3192.29,191.54,84.26,3468.09,2052.00,0.3572,DELIVERED,PAID,PO-00135-7657
14788,ORD-202607-00121,133,2026-07-21,2026-07-22,2211.51,117.21,93.50,2422.22,1467.72,0.3363,DELIVERED,PAID,PO-00133-5813
14789,ORD-202607-00122,91,2026-07-10,2026-07-15,3934.02,260.63,81.22,4275.87,2509.35,0.3621,DELIVERED,PAID,PO-00091-9099
14790,ORD-202607-00123,77,2026-07-19,2026-07-21,4192.45,251.55,100.89,4544.89,2357.23,0.4377,DELIVERED,PAID,PO-00077-4428
14791,ORD-202607-00124,46,2026-07-30,2026-08-04,3494.20,209.65,59.49,3763.34,2062.70,0.4097,DELIVERED,PAID,PO-00046-8629
14792,ORD-202607-00125,84,2026-07-14,2026-07-17,3355.35,222.29,90.00,3667.64,1907.41,0.4315,DELIVERED,PAID,PO-00084-5527
14793,ORD-202607-00126,126,2026-07-13,2026-07-16,2401.78,159.12,75.73,2636.63,1602.22,0.3329,DELIVERED,PAID,PO-00126-6937
14794,ORD-202607-00127,49,2026-07-09,2026-07-13,2351.97,141.12,76.80,2569.89,1484.07,0.369,DELIVERED,PAID,PO-00049-8740
14795,ORD-202607-00128,134,2026-07-10,2026-07-14,3599.87,238.49,116.44,3954.80,2160.32,0.3999,DELIVERED,PAID,PO-00134-1411
14796,ORD-202607-00129,72,2026-07-27,2026-07-30,6801.21,360.46,157.33,7319.00,4333.40,0.3628,DELIVERED,PAID,PO-00072-2324
14797,ORD-202607-00130,71,2026-07-20,2026-07-20,6284.49,416.35,93.99,6794.83,3854.34,0.3867,DELIVERED,OVERDUE,PO-00071-4584
14798,ORD-202607-00131,80,2026-07-20,2026-07-23,1367.75,82.06,57.93,1507.74,862.51,0.3694,DELIVERED,PAID,PO-00080-4512
14799,ORD-202607-00132,47,2026-07-20,2026-07-20,1165.41,77.21,39.79,1282.41,746.54,0.3594,DELIVERED,PAID,PO-00047-2238
14800,ORD-202607-00133,73,2026-07-21,2026-07-23,1817.51,120.41,33.74,1971.66,1048.46,0.4231,DELIVERED,PAID,PO-00073-8221
14801,ORD-202607-00134,19,2026-07-27,2026-07-28,2582.15,136.85,48.25,2767.25,1542.48,0.4026,DELIVERED,PAID,PO-00019-4267
14802,ORD-202607-00135,13,2026-07-08,2026-07-09,4408.76,292.08,102.99,4803.83,2853.60,0.3527,DELIVERED,PAID,PO-00013-6302
14803,ORD-202607-00136,26,2026-07-13,2026-07-14,488.73,25.90,33.24,547.87,276.64,0.434,DELIVERED,PAID,PO-00026-6574
14804,ORD-202607-00137,97,2026-07-23,2026-07-23,1730.40,114.64,61.51,1906.55,924.16,0.4659,DELIVERED,PAID,PO-00097-2602
14805,ORD-202607-00138,113,2026-07-22,2026-07-27,4071.64,244.30,110.86,4426.80,2358.37,0.4208,DELIVERED,PAID,PO-00113-1560
14806,ORD-202607-00139,75,2026-07-10,2026-07-14,2702.43,162.15,48.28,2912.86,1542.45,0.4292,DELIVERED,PAID,PO-00075-9547
14807,ORD-202607-00140,122,2026-07-31,2026-08-03,2637.04,158.22,61.19,2856.45,1820.05,0.3098,DELIVERED,PAID,PO-00122-7161
14808,ORD-202607-00141,44,2026-07-31,2026-07-31,2578.20,154.69,48.25,2781.14,1560.08,0.3949,DELIVERED,PAID,PO-00044-9992
14809,ORD-202607-00142,46,2026-07-07,2026-07-09,4594.96,275.70,108.71,4979.37,2769.00,0.3974,DELIVERED,PAID,PO-00046-6073
14810,ORD-202607-00143,136,2026-07-16,2026-07-17,2216.57,146.85,81.86,2445.28,1469.11,0.3372,DELIVERED,PAID,PO-00136-4746
14811,ORD-202607-00144,108,2026-07-02,2026-07-03,2602.91,156.17,114.25,2873.33,1580.98,0.3926,DELIVERED,PARTIAL,PO-00108-3588
14812,ORD-202607-00145,48,2026-07-14,2026-07-16,3068.69,184.12,91.68,3344.49,1882.26,0.3866,DELIVERED,PAID,PO-00048-2249
14813,ORD-202607-00146,44,2026-07-04,2026-07-06,2391.04,143.46,79.67,2614.17,1288.19,0.4612,DELIVERED,PAID,PO-00044-7474
14814,ORD-202607-00147,69,2026-07-07,2026-07-10,8113.62,486.82,142.41,8742.85,4870.83,0.3997,DELIVERED,PAID,PO-00069-1280
14815,ORD-202607-00148,26,2026-07-02,2026-07-06,1652.04,87.56,32.52,1772.12,1068.29,0.3534,DELIVERED,PAID,PO-00026-5190
14816,ORD-202607-00149,9,2026-07-29,2026-07-31,1379.51,82.77,29.19,1491.47,982.44,0.2878,DELIVERED,PAID,PO-00009-6192
14817,ORD-202607-00150,64,2026-07-27,2026-07-28,683.40,41.00,62.42,786.82,512.96,0.2494,DELIVERED,PAID,PO-00064-8829
14818,ORD-202607-00151,139,2026-07-26,2026-07-27,1689.39,111.92,50.90,1852.21,1117.82,0.3383,DELIVERED,PARTIAL,PO-00139-8733
14819,ORD-202607-00152,102,2026-07-03,2026-07-08,5061.82,303.71,185.25,5550.78,3126.91,0.3823,DELIVERED,PAID,PO-00102-8427
14820,ORD-202607-00153,19,2026-07-18,2026-07-18,1906.48,101.04,34.57,2042.09,1247.59,0.3456,DELIVERED,PAID,PO-00019-7524
14821,ORD-202607-00154,47,2026-07-07,2026-07-07,3801.93,251.88,83.48,4137.29,2444.44,0.3571,DELIVERED,PAID,PO-00047-5662
14822,ORD-202607-00155,95,2026-07-02,2026-07-06,3073.65,184.42,93.30,3351.37,1899.14,0.3821,DELIVERED,PAID,PO-00095-9014
14823,ORD-202607-00156,97,2026-07-10,2026-07-14,3673.60,243.38,82.14,3999.12,2466.66,0.3285,DELIVERED,PAID,PO-00097-3095
14824,ORD-202607-00157,39,2026-07-07,2026-07-07,4136.13,274.02,54.95,4465.10,2593.17,0.373,DELIVERED,PAID,PO-00039-1945
14825,ORD-202607-00158,46,2026-07-01,2026-07-01,16389.02,983.34,93.68,17466.04,12500.75,0.2372,DELIVERED,PAID,PO-00046-1068
14826,ORD-202607-00159,75,2026-07-27,2026-07-30,3026.54,181.59,101.24,3309.37,1789.85,0.4086,DELIVERED,OVERDUE,PO-00075-8282
14827,ORD-202607-00160,150,2026-07-31,2026-08-03,5424.73,287.51,185.34,5897.58,3597.61,0.3368,DELIVERED,PAID,PO-00150-9210
14828,ORD-202607-00161,132,2026-07-27,2026-07-28,1566.48,93.99,34.26,1694.73,1119.87,0.2851,DELIVERED,PAID,PO-00132-7891
14829,ORD-202607-00162,45,2026-07-25,2026-07-29,5680.45,376.33,135.75,6192.53,3566.68,0.3721,DELIVERED,PAID,PO-00045-3460
14830,ORD-202607-00163,79,2026-07-06,2026-07-09,4445.94,266.76,117.28,4829.98,2806.16,0.3688,DELIVERED,PAID,PO-00079-2218
14831,ORD-202607-00164,99,2026-07-06,2026-07-07,4514.15,270.85,110.24,4895.24,2658.37,0.4111,DELIVERED,PAID,PO-00099-5355
14832,ORD-202607-00165,45,2026-07-03,2026-07-03,3766.85,249.55,112.78,4129.18,2441.87,0.3517,DELIVERED,PAID,PO-00045-4984
14833,ORD-202607-00166,25,2026-07-02,2026-07-02,2707.20,162.43,115.56,2985.19,1941.76,0.2827,DELIVERED,PAID,PO-00025-5071
14834,ORD-202607-00167,63,2026-07-06,2026-07-09,5400.82,324.05,124.04,5848.91,3589.97,0.3353,DELIVERED,PAID,PO-00063-4511
14835,ORD-202607-00168,39,2026-07-27,2026-07-29,2677.84,177.41,80.44,2935.69,1847.52,0.3101,DELIVERED,PAID,PO-00039-9971
14836,ORD-202607-00169,148,2026-07-21,2026-07-24,2306.66,138.40,98.77,2543.83,1386.59,0.3989,DELIVERED,PAID,PO-00148-5879
14837,ORD-202607-00170,52,2026-07-13,2026-07-16,2789.11,167.35,69.25,3025.71,1878.10,0.3266,DELIVERED,PAID,PO-00052-6890
14838,ORD-202607-00171,95,2026-07-09,2026-07-13,1836.08,110.16,62.09,2008.33,1122.97,0.3884,DELIVERED,PAID,PO-00095-8011
14839,ORD-202607-00172,120,2026-07-10,2026-07-14,6423.29,385.40,93.84,6902.53,4034.29,0.3719,DELIVERED,PAID,PO-00120-5102
14840,ORD-202607-00173,66,2026-07-24,2026-07-28,1735.45,104.13,54.05,1893.63,1117.18,0.3563,DELIVERED,PAID,PO-00066-3639
14841,ORD-202607-00174,85,2026-07-18,2026-07-21,6803.48,408.21,99.82,7311.51,4241.95,0.3765,DELIVERED,PAID,PO-00085-5751
14842,ORD-202607-00175,82,2026-07-21,2026-07-22,2940.77,155.86,114.17,3210.80,1663.56,0.4343,DELIVERED,PAID,PO-00082-9699
14843,ORD-202607-00176,23,2026-07-28,2026-07-29,6357.80,381.47,127.55,6866.82,3989.67,0.3725,DELIVERED,PARTIAL,PO-00023-2478
14844,ORD-202607-00177,95,2026-07-28,2026-07-29,8425.49,505.53,156.52,9087.54,4889.62,0.4197,DELIVERED,PAID,PO-00095-3035
14845,ORD-202607-00178,10,2026-07-01,2026-07-02,3925.04,208.03,112.73,4245.80,2380.11,0.3936,DELIVERED,PAID,PO-00010-7421
14846,ORD-202607-00179,139,2026-07-07,2026-07-07,3230.26,214.00,55.49,3499.75,2076.43,0.3572,DELIVERED,PAID,PO-00139-8007
14847,ORD-202607-00180,107,2026-07-02,2026-07-07,3117.40,187.04,80.77,3385.21,1931.67,0.3804,DELIVERED,PAID,PO-00107-6335
14848,ORD-202607-00181,148,2026-07-29,2026-07-30,1731.70,103.90,52.42,1888.02,1093.93,0.3683,DELIVERED,PAID,PO-00148-1290
14849,ORD-202607-00182,40,2026-07-30,2026-08-04,4078.38,244.70,83.95,4407.03,2225.37,0.4543,DELIVERED,PAID,PO-00040-5919
14850,ORD-202607-00183,21,2026-07-07,2026-07-10,3465.54,207.93,48.52,3721.99,2045.58,0.4097,DELIVERED,OVERDUE,PO-00021-6061
14851,ORD-202607-00184,41,2026-07-15,2026-07-17,4228.71,253.72,109.60,4592.03,3012.22,0.2877,DELIVERED,PAID,PO-00041-8917
14852,ORD-202607-00185,101,2026-07-31,2026-08-03,5085.61,336.92,96.65,5519.18,2887.04,0.4323,DELIVERED,PAID,PO-00101-1250
14853,ORD-202607-00186,18,2026-07-09,2026-07-09,10673.58,640.41,172.72,11486.71,6570.05,0.3845,DELIVERED,PAID,PO-00018-6419
14854,ORD-202607-00187,20,2026-07-17,2026-07-20,20901.31,1384.71,121.40,22407.42,16380.98,0.2163,DELIVERED,PAID,PO-00020-5930
14855,ORD-202607-00188,39,2026-07-07,2026-07-10,486.10,32.20,20.98,539.28,243.26,0.4996,DELIVERED,PAID,PO-00039-4946
14856,ORD-202607-00189,82,2026-07-03,2026-07-03,3103.60,164.49,59.26,3327.35,1876.55,0.3954,DELIVERED,PAID,PO-00082-9944
14857,ORD-202607-00190,90,2026-07-28,2026-07-31,1102.29,66.14,57.12,1225.55,695.82,0.3688,DELIVERED,PAID,PO-00090-5250
14858,ORD-202607-00191,72,2026-07-27,2026-07-29,2540.68,134.66,85.02,2760.36,1573.20,0.3808,DELIVERED,PAID,PO-00072-8692
14859,ORD-202607-00192,128,2026-07-04,2026-07-04,4799.19,287.95,99.94,5187.08,3179.96,0.3374,DELIVERED,PAID,PO-00128-2805
14860,ORD-202607-00193,30,2026-07-18,2026-07-20,1435.11,86.11,62.62,1583.84,896.72,0.3752,DELIVERED,PAID,PO-00030-8726
14861,ORD-202607-00194,137,2026-07-09,2026-07-14,1349.94,81.00,29.99,1460.93,776.80,0.4246,DELIVERED,PAID,PO-00137-1020
14862,ORD-202607-00195,22,2026-07-01,2026-07-02,2613.61,156.82,71.59,2842.02,1683.96,0.3557,DELIVERED,PAID,PO-00022-4478
14863,ORD-202607-00196,138,2026-07-29,2026-07-31,5017.63,301.06,127.01,5445.70,3227.08,0.3569,DELIVERED,PAID,PO-00138-7042
14864,ORD-202607-00197,88,2026-07-07,2026-07-10,16877.34,1012.64,173.11,18063.09,12765.32,0.2436,DELIVERED,PAID,PO-00088-6477
14865,ORD-202607-00198,65,2026-07-23,2026-07-28,5915.94,354.96,122.89,6393.79,3698.80,0.3748,DELIVERED,PAID,PO-00065-5600
14866,ORD-202607-00199,123,2026-07-16,2026-07-21,2181.21,130.87,91.08,2403.16,1428.67,0.345,DELIVERED,PAID,PO-00123-5999
14867,ORD-202607-00200,138,2026-07-01,2026-07-06,1509.24,90.55,44.41,1644.20,1070.78,0.2905,DELIVERED,PARTIAL,PO-00138-7670
14868,ORD-202607-00201,148,2026-07-01,2026-07-01,19688.26,1181.30,189.47,21059.03,14278.45,0.2748,DELIVERED,PAID,PO-00148-2367
14869,ORD-202607-00202,108,2026-07-06,2026-07-09,2160.09,129.61,104.79,2394.49,1244.36,0.4239,DELIVERED,PAID,PO-00108-7255
14870,ORD-202607-00203,106,2026-07-09,2026-07-13,4089.05,270.90,56.00,4415.95,2517.38,0.3844,DELIVERED,PAID,PO-00106-8007
14871,ORD-202607-00204,12,2026-07-27,2026-07-30,6591.91,349.37,169.54,7110.82,3958.73,0.3995,DELIVERED,PAID,PO-00012-2512
14872,ORD-202607-00205,48,2026-07-29,2026-07-29,3875.14,232.51,103.77,4211.42,2617.35,0.3246,DELIVERED,PAID,PO-00048-9991
14873,ORD-202607-00206,27,2026-07-27,2026-07-29,3636.52,240.92,61.50,3938.94,2236.69,0.3849,DELIVERED,PAID,PO-00027-7955
14874,ORD-202607-00207,41,2026-07-22,2026-07-27,2878.58,172.71,115.83,3167.12,1889.15,0.3437,DELIVERED,PAID,PO-00041-4086
14875,ORD-202607-00208,46,2026-07-24,2026-07-27,2456.69,147.40,59.39,2663.48,1656.27,0.3258,DELIVERED,PAID,PO-00046-4250
14876,ORD-202607-00209,26,2026-07-09,2026-07-09,4484.50,237.68,111.78,4833.96,2942.96,0.3437,DELIVERED,PAID,PO-00026-2603
14877,ORD-202607-00210,116,2026-07-21,2026-07-21,3998.65,239.92,70.81,4309.38,2566.37,0.3582,DELIVERED,PAID,PO-00116-8978
14878,ORD-202607-00211,60,2026-07-03,2026-07-06,10068.52,604.11,111.01,10783.64,6337.86,0.3705,DELIVERED,PAID,PO-00060-3116
14879,ORD-202607-00212,63,2026-07-17,2026-07-21,7618.65,457.12,84.80,8160.57,4799.95,0.37,DELIVERED,PARTIAL,PO-00063-3432
14880,ORD-202607-00213,85,2026-07-21,2026-07-21,5578.36,334.70,146.72,6059.78,3432.28,0.3847,DELIVERED,PAID,PO-00085-4897
14881,ORD-202607-00214,96,2026-07-23,2026-07-27,2489.78,149.39,67.56,2706.73,1552.32,0.3765,DELIVERED,PAID,PO-00096-8733
14882,ORD-202607-00215,4,2026-07-21,2026-07-24,6027.84,319.48,145.77,6493.09,3786.36,0.3719,DELIVERED,PAID,PO-00004-3081
14883,ORD-202607-00216,98,2026-07-30,2026-08-03,3424.27,181.49,115.66,3721.42,2146.20,0.3732,DELIVERED,PAID,PO-00098-2538
14884,ORD-202607-00217,104,2026-07-11,2026-07-14,1796.14,118.99,25.96,1941.09,1052.62,0.414,DELIVERED,PAID,PO-00104-9933
14885,ORD-202607-00218,94,2026-07-29,2026-07-29,3250.68,172.29,62.68,3485.65,1936.59,0.4043,DELIVERED,PAID,PO-00094-1309
14886,ORD-202607-00219,55,2026-07-24,2026-07-27,20044.15,1062.34,195.95,21302.44,15592.24,0.2221,DELIVERED,PAID,PO-00055-4889
14887,ORD-202607-00220,26,2026-07-28,2026-07-30,6870.94,364.16,182.95,7418.05,5386.40,0.2161,DELIVERED,PAID,PO-00026-8601
14888,ORD-202607-00221,1,2026-07-09,2026-07-10,5563.94,333.84,106.24,6004.02,3419.72,0.3854,DELIVERED,PAID,PO-00001-3844
14889,ORD-202607-00222,33,2026-07-30,2026-07-30,1717.40,113.78,57.62,1888.80,1130.37,0.3418,DELIVERED,PAID,PO-00033-8335
14890,ORD-202607-00223,74,2026-07-17,2026-07-17,903.19,54.19,55.68,1013.06,553.12,0.3876,DELIVERED,PAID,PO-00074-6503
14891,ORD-202607-00224,19,2026-07-27,2026-07-30,4035.57,213.89,60.14,4309.60,2511.31,0.3777,DELIVERED,OVERDUE,PO-00019-5928
14892,ORD-202607-00225,54,2026-07-06,2026-07-09,1369.68,82.18,62.88,1514.74,926.67,0.3234,DELIVERED,PAID,PO-00054-4569
14893,ORD-202607-00226,73,2026-07-25,2026-07-28,5003.41,331.48,91.99,5426.88,2993.36,0.4017,DELIVERED,PAID,PO-00073-9475
14894,ORD-202607-00227,138,2026-07-10,2026-07-13,5015.06,300.90,181.34,5497.30,3181.60,0.3656,DELIVERED,PAID,PO-00138-4193
14895,ORD-202607-00228,124,2026-07-31,2026-08-05,1962.33,117.74,47.26,2127.33,1183.38,0.397,DELIVERED,PAID,PO-00124-9080
14896,ORD-202607-00229,7,2026-07-31,2026-08-05,3382.14,224.07,99.88,3706.09,2225.16,0.3421,DELIVERED,PAID,PO-00007-5158
14897,ORD-202607-00230,97,2026-07-13,2026-07-16,4345.83,287.91,100.60,4734.34,2858.19,0.3423,DELIVERED,PAID,PO-00097-7048
14898,ORD-202607-00231,122,2026-07-13,2026-07-15,1883.93,113.04,52.38,2049.35,1407.52,0.2529,DELIVERED,PAID,PO-00122-3984
14899,ORD-202607-00232,110,2026-07-21,2026-07-21,1722.26,103.34,64.67,1890.27,1096.28,0.3635,DELIVERED,PAID,PO-00110-5121
14900,ORD-202607-00233,20,2026-07-28,2026-07-31,18380.68,1217.72,107.86,19706.26,14534.70,0.2092,DELIVERED,PAID,PO-00020-4802
14901,ORD-202607-00234,6,2026-07-22,2026-07-22,4862.32,291.74,61.76,5215.82,2969.63,0.3893,CANCELLED,UNPAID,PO-00006-8287
14902,ORD-202607-00235,107,2026-07-24,2026-07-28,3461.33,207.68,70.46,3739.47,2290.53,0.3383,DELIVERED,PAID,PO-00107-6309
14903,ORD-202607-00236,136,2026-07-15,2026-07-17,4748.98,314.62,106.14,5169.74,2995.04,0.3693,DELIVERED,PAID,PO-00136-7002
14904,ORD-202607-00237,81,2026-07-22,2026-07-22,816.20,48.97,27.38,892.55,596.57,0.2691,DELIVERED,PAID,PO-00081-8597
14905,ORD-202607-00238,73,2026-07-23,2026-07-27,5584.99,370.01,106.33,6061.33,3328.39,0.404,DELIVERED,PAID,PO-00073-2016
14906,ORD-202607-00239,48,2026-07-07,2026-07-08,3396.37,203.78,66.45,3666.60,2088.67,0.385,DELIVERED,PAID,PO-00048-9155
14907,ORD-202607-00240,46,2026-07-12,2026-07-14,20320.94,1219.26,136.23,21676.43,16241.52,0.2007,DELIVERED,PAID,PO-00046-2159
14908,ORD-202607-00241,57,2026-07-03,2026-07-03,2304.16,138.25,61.80,2504.21,1682.46,0.2698,DELIVERED,PAID,PO-00057-1271
14909,ORD-202607-00242,77,2026-07-01,2026-07-03,4122.49,247.35,109.41,4479.25,2566.90,0.3773,DELIVERED,PAID,PO-00077-8755
14910,ORD-202607-00243,112,2026-07-23,2026-07-27,1258.40,83.37,41.40,1383.17,766.58,0.3908,DELIVERED,PAID,PO-00112-8613
14911,ORD-202607-00244,106,2026-07-16,2026-07-17,2730.38,180.89,114.16,3025.43,1803.18,0.3396,DELIVERED,PAID,PO-00106-4901
14912,ORD-202607-00245,53,2026-07-07,2026-07-08,4322.66,259.36,73.44,4655.46,2583.44,0.4023,DELIVERED,PAID,PO-00053-6822
14913,ORD-202607-00246,134,2026-07-28,2026-07-29,5167.44,342.34,135.75,5645.53,3407.21,0.3406,DELIVERED,PAID,PO-00134-3009
14914,ORD-202607-00247,136,2026-07-04,2026-07-08,1281.49,84.90,25.20,1391.59,930.54,0.2739,DELIVERED,PAID,PO-00136-1089
14915,ORD-202607-00248,32,2026-07-14,2026-07-15,1616.36,96.98,31.81,1745.15,1126.47,0.3031,DELIVERED,PAID,PO-00032-7639
14916,ORD-202607-00249,78,2026-07-27,2026-07-30,2705.18,162.31,100.83,2968.32,1663.31,0.3851,DELIVERED,PAID,PO-00078-5205
14917,ORD-202607-00250,19,2026-07-20,2026-07-21,1322.82,70.11,63.50,1456.43,815.58,0.3835,DELIVERED,PAID,PO-00019-4358
14918,ORD-202607-00251,2,2026-07-16,2026-07-16,3170.93,190.26,66.88,3428.07,2040.97,0.3563,DELIVERED,PAID,PO-00002-1277
14919,ORD-202607-00252,145,2026-07-13,2026-07-16,1354.79,81.29,25.61,1461.69,965.31,0.2875,DELIVERED,PAID,PO-00145-8726
14920,ORD-202607-00253,102,2026-07-27,2026-07-27,3591.16,215.47,107.95,3914.58,2308.58,0.3571,DELIVERED,PAID,PO-00102-6261
14921,ORD-202607-00254,9,2026-07-27,2026-07-27,8279.34,496.76,153.56,8929.66,5186.62,0.3735,DELIVERED,PAID,PO-00009-3233
14922,ORD-202607-00255,108,2026-07-21,2026-07-24,1156.89,69.41,55.06,1281.36,684.15,0.4086,DELIVERED,PAID,PO-00108-3956
14923,ORD-202607-00256,10,2026-07-20,2026-07-20,3601.83,190.90,64.15,3856.88,2489.91,0.3087,DELIVERED,PARTIAL,PO-00010-9428
14924,ORD-202607-00257,81,2026-07-13,2026-07-15,4616.53,276.99,100.17,4993.69,2957.32,0.3594,DELIVERED,PAID,PO-00081-9210
14925,ORD-202607-00258,30,2026-07-03,2026-07-08,1542.10,92.53,41.30,1675.93,828.65,0.4626,DELIVERED,PAID,PO-00030-3797
14926,ORD-202607-00259,64,2026-07-23,2026-07-27,6191.93,371.52,134.10,6697.55,4807.65,0.2236,DELIVERED,PAID,PO-00064-4585
14927,ORD-202607-00260,130,2026-07-17,2026-07-17,3356.79,222.39,58.56,3637.74,1996.59,0.4052,DELIVERED,PAID,PO-00130-8569
14928,ORD-202607-00261,66,2026-07-31,2026-08-05,1333.30,80.00,57.13,1470.43,937.70,0.2967,DELIVERED,PAID,PO-00066-8602
14929,ORD-202607-00262,147,2026-07-05,2026-07-08,4005.63,240.34,64.28,4310.25,2731.21,0.3182,DELIVERED,PAID,PO-00147-6632
14930,ORD-202607-00263,29,2026-07-08,2026-07-08,1915.10,114.91,54.95,2084.96,1132.42,0.4087,DELIVERED,PAID,PO-00029-8084
14931,ORD-202607-00264,78,2026-07-31,2026-07-31,4290.43,257.43,48.38,4596.24,2520.79,0.4125,DELIVERED,PAID,PO-00078-4405
14932,ORD-202607-00265,42,2026-07-27,2026-07-29,11268.91,676.13,165.52,12110.56,8543.93,0.2418,DELIVERED,PAID,PO-00042-8082
14933,ORD-202607-00266,76,2026-07-08,2026-07-09,8725.49,523.53,87.34,9336.36,5483.24,0.3716,DELIVERED,PAID,PO-00076-2415
14934,ORD-202607-00267,59,2026-07-08,2026-07-09,3785.22,227.11,118.61,4130.94,2487.68,0.3428,DELIVERED,PAID,PO-00059-3327
14935,ORD-202607-00268,71,2026-07-30,2026-08-03,5635.81,373.37,183.39,6192.57,3459.51,0.3862,DELIVERED,PAID,PO-00071-2147
14936,ORD-202607-00269,87,2026-07-17,2026-07-20,1782.36,94.47,54.19,1931.02,1094.43,0.386,DELIVERED,PAID,PO-00087-3724
14937,ORD-202607-00270,29,2026-07-07,2026-07-08,3538.98,212.34,52.47,3803.79,2196.46,0.3794,DELIVERED,PAID,PO-00029-9222
14938,ORD-202607-00271,109,2026-07-26,2026-07-28,4642.80,307.59,64.16,5014.55,2994.54,0.355,DELIVERED,PAID,PO-00109-7570
